4426.6,4426.6
1156.2,1156.2
63.809,63.809
65.206,65.206
130.97,130.97
91.455,91.455
116.24,116.24
112.98,112.98
114.13,114.13
189.15,189.15
177.41,177.41
168.29,168.29
133.83,133.83
173.77,173.77
247.56,247.56
322.16,322.16
255.31,255.31
348.22,348.22
130.63,130.63
192.16,192.16
126.96,126.96
111.13,111.13
80.407,80.407
111.74,111.74
113.14,113.14
94.686,94.686
78.814,78.814
84.567,84.567
68.537,68.537
51.574,51.574
150.5,150.5
91.057,91.057
44.96,44.96
60.448,60.448
43.008,43.008
45.896,45.896
72.746,72.746
66.328,66.328
56.516,56.516
34.708,34.708
30.636,30.636
49.942,49.942
26.166,26.166
25.605,25.605
40.218,40.218
49.576,49.576
29.012,29.012
21.732,21.732
15.997,15.997
21.703,21.703
26.106,26.106
29.367,29.367
16.854,16.854
18.172,18.172
27.828,27.828
24.942,24.942
22.925,22.925
28.273,28.273
36.92,36.92
16.874,16.874
24.235,24.235
31,31
23.456,23.456
19.167,19.167
21.431,21.431
25.699,25.699
20.519,20.519
23.091,23.091
21.413,21.413
23.378,23.378
36.736,36.736
28.286,28.286
18.408,18.408
23.487,23.487
24.042,24.042
18.546,18.546
10.844,10.844
20.414,20.414
25.994,25.994
46.146,46.146
20.926,20.926
22.091,22.091
26.428,26.428
45.241,45.241
31.966,31.966
20.878,20.878
13.007,13.007
14.947,14.947
23.566,23.566
19.834,19.834
18.534,18.534
18.289,18.289
19.212,19.212
26.84,26.84
26.268,26.268
32.977,32.977
18.79,18.79
16.718,16.718
19.957,19.957
16.062,16.062
19.532,19.532
23.604,23.604
12.648,12.648
16.594,16.594
20.817,20.817
29.181,29.181
19.878,19.878
16.115,16.115
21.353,21.353
16.272,16.272
16.261,16.261
42.817,42.817
29.116,29.116
20.188,20.188
17.037,17.037
26.607,26.607
19.869,19.869
17.55,17.55
16.817,16.817
17.715,17.715
18.116,18.116
15.424,15.424
15.63,15.63
22.881,22.881
19.181,19.181
13.532,13.532
14.453,14.453
10.689,10.689
16.121,16.121
19.834,19.834
28.348,28.348
31.108,31.108
15.375,15.375
8.9125,8.9125
9.0432,9.0432
10.455,10.455
10.677,10.677
12.406,12.406
10.868,10.868
10.474,10.474
10.421,10.421
9.592,9.592
13.631,13.631
10.839,10.839
7.3488,7.3488
9.0222,9.0222
14.584,14.584
9.9314,9.9314
8.0213,8.0213
8.7315,8.7315
13.97,13.97
9.7119,9.7119
7.5395,7.5395
11.059,11.059
10.463,10.463
7.9429,7.9429
8.2614,8.2614
7.1529,7.1529
6.3637,6.3637
8.7663,8.7663
12.99,12.99
10.051,10.051
9.4075,9.4075
6.8415,6.8415
7.4753,7.4753
9.368,9.368
6.5753,6.5753
7.7066,7.7066
5.9448,5.9448
6.735,6.735
9.6631,9.6631
7.0381,7.0381
5.9595,5.9595
8.1978,8.1978
6.3378,6.3378
7.6652,7.6652
12.422,12.422
6.0613,6.0613
5.5093,5.5093
7.0484,7.0484
6.8414,6.8414
8.2761,8.2761
4.5124,4.5124
4.3511,4.3511
5.1248,5.1248
6.4025,6.4025
5.7807,5.7807
5.2509,5.2509
3.9638,3.9638
4.5598,4.5598
6.6385,6.6385
6.4493,6.4493
2.8683,2.8683
4.1675,4.1675
2.8972,2.8972
4.0809,4.0809
3.079,3.079
2.3917,2.3917
5.9778,5.9778
7.5967,7.5967
4.1007,4.1007
4.9147,4.9147
5.7725,5.7725
5.2189,5.2189
2.92,2.92
3.4312,3.4312
3.8907,3.8907
2.7944,2.7944
2.331,2.331
3.0675,3.0675
3.7038,3.7038
4.2231,4.2231
3.9128,3.9128
2.855,2.855
3.3003,3.3003
3.4592,3.4592
2.4349,2.4349
2.311,2.311
3.1708,3.1708
2.7386,2.7386
2.8476,2.8476
2.8421,2.8421
1.8602,1.8602
2.5711,2.5711
1.9499,1.9499
2.7581,2.7581
1.8499,1.8499
2.3782,2.3782
2.8912,2.8912
2.2708,2.2708
1.6029,1.6029
1.9926,1.9926
2.6228,2.6228
1.5089,1.5089
3.7454,3.7454
3.8338,3.8338
1.8427,1.8427
1.1603,1.1603
2.4458,2.4458
2.8265,2.8265
2.1648,2.1648
1.7318,1.7318
2.0789,2.0789
2.9303,2.9303
1.7522,1.7522
1.6281,1.6281
1.3117,1.3117
1.5563,1.5563
1.5617,1.5617
1.9477,1.9477
1.8782,1.8782
0.88384,0.88384
1.0098,1.0098
2.1524,2.1524
1.5207,1.5207
1.9444,1.9444
1.5443,1.5443
1.6751,1.6751
1.2105,1.2105
1.2344,1.2344
1.1172,1.1172
0.93376,0.93376
1.6743,1.6743
1.237,1.237
1.297,1.297
1.0597,1.0597
2.0674,2.0674
1.405,1.405
1.0802,1.0802
1.3614,1.3614
1.1817,1.1817
1.4407,1.4407
1.5953,1.5953
2.1919,2.1919
1.1642,1.1642
1.0218,1.0218
0.98969,0.98969
1.1904,1.1904
1.3872,1.3872
1.759,1.759
2.325,2.325
1.5266,1.5266
0.80918,0.80918
1.4081,1.4081
1.3482,1.3482
1.7008,1.7008
1.0496,1.0496
0.50912,0.50912
0.82374,0.82374
1.1009,1.1009
1.0646,1.0646
0.69863,0.69863
1.1902,1.1902
1.5563,1.5563
0.93081,0.93081
0.57234,0.57234
0.80135,0.80135
1.2056,1.2056
1.3316,1.3316
0.69988,0.69988
1.0859,1.0859
1.2272,1.2272
0.93422,0.93422
1.9759,1.9759
1.3014,1.3014
1.1861,1.1861
0.99407,0.99407
0.61306,0.61306
0.66631,0.66631
0.51288,0.51288
1.2307,1.2307
0.88087,0.88087
0.6796,0.6796
0.91617,0.91617
0.93368,0.93368
0.76378,0.76378
1.0575,1.0575
0.95677,0.95677
0.60802,0.60802
0.83502,0.83502
0.71536,0.71536
0.58639,0.58639
1.4734,1.4734
1.4303,1.4303
1.0237,1.0237
0.71808,0.71808
0.95936,0.95936
0.80797,0.80797
0.95121,0.95121
0.54593,0.54593
0.48793,0.48793
0.60758,0.60758
0.54172,0.54172
0.54387,0.54387
1.0075,1.0075
0.76036,0.76036
0.74588,0.74588
0.78714,0.78714
0.57759,0.57759
0.82959,0.82959
0.53537,0.53537
0.45064,0.45064
0.43225,0.43225
0.81386,0.81386
1.2003,1.2003
0.48814,0.48814
0.57194,0.57194
0.66306,0.66306
0.91111,0.91111
0.57882,0.57882
0.37045,0.37045
0.41121,0.41121
0.39488,0.39488
0.77102,0.77102
0.74462,0.74462
0.34397,0.34397
0.4016,0.4016
0.51978,0.51978
0.42076,0.42076
0.35421,0.35421
0.71626,0.71626
0.33088,0.33088
0.7334,0.7334
1.1337,1.1337
1.0054,1.0054
0.40108,0.40108
0.39431,0.39431
0.44495,0.44495
0.44072,0.44072
0.55949,0.55949
0.28608,0.28608
0.53735,0.53735
0.96647,0.96647
0.5415,0.5415
0.60974,0.60974
0.5224,0.5224
0.50073,0.50073
0.41085,0.41085
0.25343,0.25343
0.72013,0.72013
0.47149,0.47149
0.34586,0.34586
0.62647,0.62647
0.64753,0.64753
0.6706,0.6706
0.64356,0.64356
0.35869,0.35869
0.2257,0.2257
0.33679,0.33679
0.32591,0.32591
0.62975,0.62975
0.50355,0.50355
0.35535,0.35535
0.28183,0.28183
0.40523,0.40523
0.32294,0.32294
0.26145,0.26145
0.25484,0.25484
0.40718,0.40718
0.23876,0.23876
0.31795,0.31795
0.45152,0.45152
0.5631,0.5631
0.26925,0.26925
0.37211,0.37211
0.46186,0.46186
0.28116,0.28116
0.4101,0.4101
0.3446,0.3446
0.39772,0.39772
0.26468,0.26468
0.51168,0.51168
0.68577,0.68577
0.50644,0.50644
0.32425,0.32425
0.31903,0.31903
0.52285,0.52285
0.24755,0.24755
0.33605,0.33605
0.36103,0.36103
0.38166,0.38166
0.37798,0.37798
0.28809,0.28809
0.24077,0.24077
0.21478,0.21478
0.40885,0.40885
0.20471,0.20471
0.20977,0.20977
0.35483,0.35483
0.30499,0.30499
0.24193,0.24193
0.27197,0.27197
0.30713,0.30713
0.50967,0.50967
0.29115,0.29115
0.33428,0.33428
0.16346,0.16346
0.23211,0.23211
0.22688,0.22688
0.27886,0.27886
0.33267,0.33267
0.44745,0.44745
0.42906,0.42906
0.24953,0.24953
0.22902,0.22902
0.20639,0.20639
0.20843,0.20843
0.19331,0.19331
0.22972,0.22972
0.2872,0.2872
0.21521,0.21521
0.27732,0.27732
0.22142,0.22142
0.21291,0.21291
0.2696,0.2696
0.20622,0.20622
0.22487,0.22487
0.16117,0.16117
0.18446,0.18446
0.3081,0.3081
0.37592,0.37592
0.20937,0.20937
0.28566,0.28566
0.41472,0.41472
0.24656,0.24656
0.19557,0.19557
0.175,0.175
0.24517,0.24517
0.44825,0.44825
0.31619,0.31619
0.16354,0.16354
0.33172,0.33172
0.26615,0.26615
0.18799,0.18799
0.21655,0.21655
0.18424,0.18424
0.21446,0.21446
0.1928,0.1928
0.29913,0.29913
0.43543,0.43543
0.26769,0.26769
0.17164,0.17164
0.22748,0.22748
0.27509,0.27509
0.19605,0.19605
0.29076,0.29076
0.23745,0.23745
0.23381,0.23381
0.27805,0.27805
0.2209,0.2209
0.24036,0.24036
0.16606,0.16606
0.10627,0.10627
0.14211,0.14211
0.19076,0.19076
0.13816,0.13816
0.18052,0.18052
0.19728,0.19728
0.19582,0.19582
0.15974,0.15974
0.27477,0.27477
0.23058,0.23058
0.12885,0.12885
0.33205,0.33205
0.20465,0.20465
0.23727,0.23727
0.22249,0.22249
0.14913,0.14913
0.35119,0.35119
0.23092,0.23092
0.21632,0.21632
0.11461,0.11461
0.30214,0.30214
0.19722,0.19722
0.23003,0.23003
0.2412,0.2412
0.22305,0.22305
0.17391,0.17391
0.15458,0.15458
0.15997,0.15997
0.14623,0.14623
0.11285,0.11285
0.11551,0.11551
0.18359,0.18359
0.17328,0.17328
0.17968,0.17968
0.24176,0.24176
0.20887,0.20887
0.1968,0.1968
0.15684,0.15684
0.10104,0.10104
0.16038,0.16038
0.16734,0.16734
0.13395,0.13395
0.15594,0.15594
0.14718,0.14718
0.15727,0.15727
0.11368,0.11368
0.097641,0.097641
0.092212,0.092212
0.14013,0.14013
0.20733,0.20733
0.13183,0.13183
0.10659,0.10659
0.087929,0.087929
0.1487,0.1487
0.10798,0.10798
0.10153,0.10153
0.12188,0.12188
0.19055,0.19055
0.14287,0.14287
0.12553,0.12553
0.29775,0.29775
0.24758,0.24758
0.12895,0.12895
0.076928,0.076928
0.1306,0.1306
0.13753,0.13753
0.1405,0.1405
0.13203,0.13203
0.14878,0.14878
0.13767,0.13767
0.10898,0.10898
0.12768,0.12768
0.15361,0.15361
0.16623,0.16623
0.14125,0.14125
0.16382,0.16382
0.14504,0.14504
0.22585,0.22585
0.16781,0.16781
0.18393,0.18393
0.17965,0.17965
0.14785,0.14785
0.10866,0.10866
0.12075,0.12075
0.15336,0.15336
0.1062,0.1062
0.13025,0.13025
0.18872,0.18872
0.12609,0.12609
0.18667,0.18667
0.25773,0.25773
0.1821,0.1821
0.096479,0.096479
0.13145,0.13145
0.12758,0.12758
0.13064,0.13064
0.1141,0.1141
0.11306,0.11306
0.12678,0.12678
0.20683,0.20683
0.18492,0.18492
0.18504,0.18504
0.13026,0.13026
0.069092,0.069092
0.10853,0.10853
0.14114,0.14114
0.1395,0.1395
0.15613,0.15613
0.080153,0.080153
0.15154,0.15154
0.10689,0.10689
0.12465,0.12465
0.12063,0.12063
0.17798,0.17798
0.13601,0.13601
0.16133,0.16133
0.20727,0.20727
0.2043,0.2043
0.09817,0.09817
0.11891,0.11891
0.15508,0.15508
0.084343,0.084343
0.085461,0.085461
0.12699,0.12699
0.14625,0.14625
0.08971,0.08971
0.1193,0.1193
0.11666,0.11666
0.11236,0.11236
0.073111,0.073111
0.20262,0.20262
0.22265,0.22265
0.11779,0.11779
0.11652,0.11652
0.06907,0.06907
0.070203,0.070203
0.078898,0.078898
0.098877,0.098877
0.09829,0.09829
0.065572,0.065572
0.11533,0.11533
0.091544,0.091544
0.068435,0.068435
0.058544,0.058544
0.098622,0.098622
0.14867,0.14867
0.16027,0.16027
0.13192,0.13192
0.13362,0.13362
0.1256,0.1256
0.16499,0.16499
0.20171,0.20171
0.10998,0.10998
0.15008,0.15008
0.11298,0.11298
0.045101,0.045101
0.089236,0.089236
0.14027,0.14027
0.11639,0.11639
0.082789,0.082789
0.10506,0.10506
0.13061,0.13061
0.092833,0.092833
0.089979,0.089979
0.049991,0.049991
0.079485,0.079485
0.091502,0.091502
0.055729,0.055729
0.12257,0.12257
0.076513,0.076513
0.10565,0.10565
0.11312,0.11312
0.12483,0.12483
0.081441,0.081441
0.11904,0.11904
0.16831,0.16831
0.13095,0.13095
0.064503,0.064503
0.089421,0.089421
0.081959,0.081959
0.09568,0.09568
0.051017,0.051017
0.077417,0.077417
0.098226,0.098226
0.101,0.101
0.081699,0.081699
0.078362,0.078362
0.098273,0.098273
0.14153,0.14153
0.16381,0.16381
